"orig.ident","mol.sub","markers","site","tumor"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"HCC1187","TNBCA","ERneg_HER2neg","Invasive Breast Carcinoma","Primary"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
"JIMT1","TNBCA","ERneg_HER2pos","Invasive Breast Carcinoma","Metastatic"
